feature_set,target_bloc,feature,folds_present,mean_effective_coefficient,mean_absolute_effective_coefficient,coefficient_standard_deviation,positive_fold_share
history_plus_all_socio_sensitivity,Arab,demographic__אחוז_עולים_בני_17_0_בהשתקעות_ראשונה_2015__level,3,0.0069137748155218256,0.0069137748155218256,0.002787263507273739,1.0
history_plus_all_socio_sensitivity,Arab,missing__demographic__שיעור_פריון_כולל__level,1,-0.006847098659488361,0.006847098659488361,,0.0
history_plus_all_socio_sensitivity,Arab,income__אחוז_העצמאים_המשתכרים_עד_מחצית_השכר_הממוצע__annualized_change,5,-0.0045826074466263755,0.006796567908881515,0.0076598557195618555,0.4
history_plus_all_socio_sensitivity,Arab,unemployment__אחוז_מקבלי_השלמת_הכנסה_מבין_מקבלי_קצבאות_זקנה_ושאירים_סוף_שנה__annualized_change,5,0.006754327776177235,0.006754327776177235,0.0007277990339477952,1.0
history_plus_all_socio_sensitivity,Arab,income__מדד_אי_השוויון_שכירים_מדד_ג_יני_0_שוויון_מלא__annualized_change,5,-0.0030336162976646566,0.0067260204771434,0.007083958609830897,0.2
history_plus_all_socio_sensitivity,Arab,income__אחוז_שינוי_ריאלי_לעומת_השנה_הקודמת_של_שכר_ממוצע_לחודש_של_שכירים_כלל_השכירים__annualized_change,5,-0.006673436175322664,0.006673436175322664,0.003488528843155995,0.0
history_plus_all_socio_sensitivity,Arab,demographic__אחוז_גידול_האוכלוסייה_לעומת_השנה_הקודמת__level,1,0.006642200219285094,0.006642200219285094,,1.0
history_plus_all_socio_sensitivity,Arab,missing__education__ילדים_בגנים_של_משרד_החינוך_גיל_6__level,1,0.006622682844925302,0.006622682844925302,,1.0
history_plus_all_socio_sensitivity,Arab,demographic__אחוז_בני_65_ומעלה_באוכלוסייה_בסוף_2015__level,3,0.006605893074478908,0.006605893074478908,0.0028852419789027034,1.0
history_plus_all_socio_sensitivity,Arab,demographic__אחוז_עולים_בהשתקעות_ראשונה_בני_64_45__level,1,0.006572151225694569,0.006572151225694569,,1.0
history_plus_all_socio_sensitivity,Arab,demographic__אחוז_בני_14_10_באוכלוסייה_בסוף_2015__level,3,0.0065711850495631975,0.0065711850495631975,0.0014023041912395347,1.0
